启运港,目的港,航线ID,共舱船公司,正向路径,反向路径,中间时间
青岛,明日数航船期查询中东印巴红海印巴印度那瓦西瓦,10a020e86f3bc14ecb9a5b02f51b4ab6,MSC(CLANGA),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[4天] → 广州南沙(NANSHA)[6天] → 新加坡(SINGAPORE)[8天] → 那瓦西瓦(NHAVA SHEVA),达曼(DAMMAM)[4天] → 哈马德港(HAMAD PORT)[1天] → 朱拜勒(JUBAIL)[2天] → 巴林(BAHRAIN)[8天] → 科伦坡(COLOMBO)[13天] → 青岛(QINGDAO),6天
青岛,明日数航船期查询中东印巴红海印巴印度那瓦西瓦,d58b21c6b40a494f1ea9399f5677065c,锦江航运(NWX) | MAERSK(FI3) | KMTC(NWX) | MTT(NWX) | ONE(NPI) | X-PRESS(NWX) | TRL(NWX) | 山东远洋(NWX),青岛(QINGDAO)[3天] → 天津(TIANJIN)[4天] → 釜山新港(BUSAN NEW PORT)[8天] → 丹戎帕拉帕斯(TANJUNG PELEPAS)[3天] → 巴生北(PORT KELANG N)[7天] → 那瓦西瓦(NHAVA SHEVA),皮帕瓦(PIPAVAV)[2天] → 蒙德拉(MUNDRA)[2天] → 卡拉奇SAPT港(KARACHI--SAPT)[10天] → 新加坡(SINGAPORE)[8天] → 青岛(QINGDAO),2天
青岛,明日数航船期查询中东印巴红海印巴印度那瓦西瓦,fde220bf751818f705e32b85f4204f66,ZIM(CI4) | CMA(AS1) | COSCO(AS1) | OOCL(CPX3),青岛(QINGDAO)[3天] → 上海(SHANGHAI)[3天] → 宁波(NINGBO)[4天] → 深圳蛇口(SHEKOU)[6天] → 新加坡(SINGAPORE),那瓦西瓦(NHAVA SHEVA)[2天] → 蒙德拉(MUNDRA)[3天] → 卡拉奇SAPT港(KARACHI--SAPT)[10天] → 新加坡(SINGAPORE)[10天] → 青岛(QINGDAO),8天
青岛,明日数航船期查询中东印巴红海印巴印度那瓦西瓦,7dd77f4df02dde856ab26fe9ebd59613,PEAK(CWS2) | 中联航运(CSX) | RCL(RNI2) | 阿联酋(ECSX) | TRL(CSX) | 亚海航运(CSX) | X-PRESS(CWX2) | EMC(CIX8),青岛(QINGDAO)[4天] → 厦门(XIAMEN)[2天] → 广州南沙(NANSHA)[2天] → 深圳大铲湾(DA CHAN BAY)[5天] → 巴生西(PORT KELANG W),科伦坡(COLOMBO)[4天] → 那瓦西瓦(NHAVA SHEVA)[3天] → 蒙德拉(MUNDRA)[9天] → 巴生西(PORT KELANG W)[8天] → 青岛(QINGDAO),5天
青岛,明日数航船期查询非洲东非肯尼亚蒙巴萨,257128ae96eed00d5cee39c481ba98d5,ONE(EA3) | PIL(EAS) | ZIM(KYX) | HPL(EA3),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[3天] → 广州南沙(NANSHA)[5天] → 新加坡(SINGAPORE)[1天] → 巴生西(PORT KELANG W),蒙巴萨(MOMBASA)[14天] → 巴生西(PORT KELANG W)[1天] → 新加坡(SINGAPORE)[5天] → 广州南沙(NANSHA)[4天] → 青岛(QINGDAO),12天
青岛,明日数航船期查询非洲东非肯尼亚蒙巴萨,4ffafcf797fafcedad2dd132414f548a,EMC(AEF2) | BLPL(FAS) | 可达利(FAS) | GFS(FAS) | RCL(REA) | TSL(EAXSG) | IAL(IEA) | KMTC(EAX) | 阿联酋(EFAX),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[1天] → 宁波(NINGBO)[3天] → 广州南沙(NANSHA)[7天] → 巴生西(PORT KELANG W),达累斯萨拉姆(DAR ES SALAAM)[4天] → 蒙巴萨(MOMBASA)[14天] → 巴生西(PORT KELANG W)[9天] → 青岛(QINGDAO),16天
青岛,明日数航船期查询非洲东非肯尼亚蒙巴萨,0a669d4ffad56e3893d8f9fa10d9d6a8,CMA(ASEA2) | 中联航运(MFX) | BAL(MFX) | OOCL(EAX3) | COSCO(EAX3) | EMC(AEF) | 可达利(MFX),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[1天] → 宁波(NINGBO)[3天] → 广州南沙(NANSHA)[6天] → 新加坡(SINGAPORE),巴生西(PORT KELANG W)[12天] → 蒙巴萨(MOMBASA)[14天] → 新加坡(SINGAPORE)[9天] → 青岛(QINGDAO),2天
青岛,明日数航船期查询非洲东非肯尼亚蒙巴萨,42551af3f96cbb27394e99a5ed36f7b7,海液通,,,
青岛,明日数航船期查询东南亚新马越泰柬埔寨西哈努克,4632bdfcb27f4cf7be1f101fe765b54a,MAERSK(INTRA ASIA 9),仁川(INCHON)[2天] → 大连(DALIAN)[1天] → 天津(TIANJIN)[3天] → 青岛(QINGDAO)[4天] → 宁波(NINGBO)[6天] → 胡志明卡莱港(HOCHIMINH--CAT LAI)[2天] → 西哈努克(SIHANOUKVILLE),丹戎帕拉帕斯(TANJUNG PELEPAS)[2天] → 新加坡(SINGAPORE)[3天] → 胡志明SP ITC港(HOCHIMINH--SP ITC)[4天] → 香港(HONG KONG)[1天] → 广州南沙(NANSHA)[3天] → 仁川(INCHON),4天
青岛,明日数航船期查询东南亚新马越泰柬埔寨西哈努克,a4849ec32406c05c3ebfa24de67f1f60,SITC(CKV2),仁川(INCHON)[2天] → 青岛(QINGDAO)[3天] → 威海(WEIHAI)[2天] → 香港(HONG KONG)[3天] → 胡志明卡莱港(HOCHIMINH--CAT LAI)[3天] → 西哈努克(SIHANOUKVILLE),林查班(LAEM CHABANG)[5天] → 海防(HAIPHONG)[2天] → 钦州(QINZHOU)[3天] → 厦门(XIAMEN)[3天] → 仁川(INCHON),2天
青岛,明日数航船期查询中东印巴红海印巴斯里兰卡科伦坡,6a0108cebe48e017d4211a26c12ca659,锦江航运(JFX) | 兴亚(SGX2) | 长锦(SGX2) | X-PRESS(JFX) | TSL(CME),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[3天] → 宁波(NINGBO)[2天] → 深圳蛇口(SHEKOU),巴生西(PORT KELANG W)[10天] → 杰贝阿里(JEBEL ALI)[8天] → 科伦坡(COLOMBO)[19天] → 青岛(QINGDAO),5天
青岛,明日数航船期查询中东印巴红海印巴斯里兰卡科伦坡,e8083447ce75e3a9d79f5bbfddd028c4,UNIFEEDER(CIX) | ONE(NCI) | EMC(CIX2),天津(TIANJIN)[2天] → 青岛(QINGDAO)[4天] → 高雄(KAOHSIUNG)[6天] → 新加坡(SINGAPORE)[1天] → 巴生西(PORT KELANG W)[8天] → 那瓦西瓦(NHAVA SHEVA),蒙德拉(MUNDRA)[6天] → 科伦坡(COLOMBO)[5天] → 巴生西(PORT KELANG W)[2天] → 新加坡(SINGAPORE)[11天] → 天津(TIANJIN),4天
青岛,明日数航船期查询中东印巴红海印巴斯里兰卡科伦坡,7dd77f4df02dde856ab26fe9ebd59613,亚海航运(CSX) | X-PRESS(CWX2) | RCL(RNI2) | PEAK(CWS2) | 阿联酋(ECSX) | EMC(CIX8),青岛(QINGDAO)[4天] → 厦门(XIAMEN)[2天] → 广州南沙(NANSHA)[2天] → 深圳大铲湾(DA CHAN BAY)[5天] → 巴生西(PORT KELANG W),科伦坡(COLOMBO)[4天] → 那瓦西瓦(NHAVA SHEVA)[3天] → 蒙德拉(MUNDRA)[9天] → 巴生西(PORT KELANG W)[8天] → 青岛(QINGDAO),5天
青岛,明日数航船期查询拉丁美洲墨西哥墨西哥墨西哥曼萨尼约,f15aaf1496d9312c5061421a5e6f1712,WHL(AS2) | YML(SA8) | PIL(WS6),宁波(NINGBO)[2天] → 上海(SHANGHAI)[3天] → 青岛(QINGDAO)[2天] → 釜山新港(BUSAN NEW PORT)[16天] → 恩塞纳达(ENSENADA)[5天] → 墨西哥曼萨尼约(MANZANILLO),拉萨罗卡德纳斯(LAZARO CARDENAS)[4天] → 库特扎尔(PUERTO QUETZAL)[5天] → 布埃纳文图拉(BUENAVENTURA)[5天] → 卡亚俄(CALLAO)[5天] → 圣安东尼奥(SAN ANTONIO)[27天] → 宁波(NINGBO),3天
青岛,明日数航船期查询拉丁美洲墨西哥墨西哥墨西哥曼萨尼约,f15655e6c7ff3c6aff16956ed715915e,CMA(ACSA2) | COSCO(WSA3) | EMC(WSA3) | OOCL(TLP1) | WHL(WS3),香港(HONG KONG)[1天] → 广州南沙(NANSHA)[1天] → 厦门(XIAMEN)[3天] → 青岛(QINGDAO)[3天] → 宁波(NINGBO)[2天] → 上海(SHANGHAI)[17天] → 墨西哥曼萨尼约(MANZANILLO)[8天] → 钱凯港(CHANCAY),圣安东尼奥(SAN ANTONIO)[11天] → 墨西哥曼萨尼约(MANZANILLO)[19天] → 上海(SHANGHAI)[2天] → 厦门(XIAMEN)[4天] → 海防(HAIPHONG)[2天] → 洋浦港(YANGPUGANG)[2天] → 香港(HONG KONG),9天
青岛,明日数航船期查询拉丁美洲墨西哥墨西哥墨西哥曼萨尼约,8461e17c7414875280135ebccf05141b,MSC(AZTEC) | ONE(AX3) | HPL(TPM),宁波(NINGBO)[2天] → 上海(SHANGHAI)[3天] → 青岛(QINGDAO)[3天] → 釜山新港(BUSAN NEW PORT)[3天] → 横滨(YOKOHAMA)[13天] → 恩塞纳达(ENSENADA)[4天] → 墨西哥曼萨尼约(MANZANILLO)[4天] → 库特扎尔(PUERTO QUETZAL)[4天] → 布埃纳文图拉(BUENAVENTURA)[4天] → 卡亚俄(CALLAO),瓜亚基尔(GUAYAQUIL)[3天] → 布埃纳文图拉(BUENAVENTURA)[5天] → 罗德曼(RODMAN)[3天] → 拉萨罗卡德纳斯(LAZARO CARDENAS)[2天] → 墨西哥曼萨尼约(MANZANILLO)[4天] → 恩塞纳达(ENSENADA)[14天] → 横滨(YOKOHAMA)[4天] → 釜山新港(BUSAN NEW PORT)[6天] → 宁波(NINGBO),3天
青岛,明日数航船期查询拉丁美洲墨西哥墨西哥墨西哥曼萨尼约,07bb71c374963d63e6e1a7624a38c14d,OOCL(TLP5) | COSCO(WSA5),大连(DALIAN)[3天] → 宁波(NINGBO)[1天] → 上海(SHANGHAI)[3天] → 青岛(QINGDAO)[16天] → 恩塞纳达(ENSENADA)[5天] → 墨西哥曼萨尼约(MANZANILLO),拉萨罗卡德纳斯(LAZARO CARDENAS)[7天] → 布埃纳文图拉(BUENAVENTURA)[2天] → 瓜亚基尔(GUAYAQUIL)[3天] → 钱凯港(CHANCAY)[25天] → 上海(SHANGHAI)[3天] → 大连(DALIAN),2天
青岛,明日数航船期查询拉丁美洲墨西哥墨西哥墨西哥曼萨尼约,53cea998684bfce35b29285c63081dc0,TSL(MEX) | 阿联酋(EMEX) | SLS(AMX) | RCL(RFL) | KMTC(AMX) | 外运集运(MEX) | 长锦(SMX),上海(SHANGHAI)[2天] → 青岛(QINGDAO)[2天] → 釜山(BUSAN),墨西哥曼萨尼约(MANZANILLO)[24天] → 上海(SHANGHAI),21天
青岛,明日数航船期查询拉丁美洲墨西哥墨西哥墨西哥曼萨尼约,834d25ad188bd1818ecfed5fe7bbcf6a,OOCL(TLP6) | COSCO(WSA6) | CMA(M2X),深圳蛇口(SHEKOU)[4天] → 宁波(NINGBO)[2天] → 上海(SHANGHAI)[5天] → 天津(TIANJIN)[3天] → 青岛(QINGDAO),釜山新港(BUSAN NEW PORT)[17天] → 墨西哥曼萨尼约(MANZANILLO)[4天] → 拉萨罗卡德纳斯(LAZARO CARDENAS)[6天] → 布埃纳文图拉(BUENAVENTURA)[33天] → 深圳蛇口(SHEKOU),3天
青岛,明日数航船期查询拉丁美洲墨西哥墨西哥墨西哥曼萨尼约,3570922abe6794bf2926f4a4a76a3388,MSC(MEXICAS),宁波(NINGBO)[2天] → 上海(SHANGHAI)[4天] → 青岛(QINGDAO)[3天] → 釜山新港(BUSAN NEW PORT),拉萨罗卡德纳斯(LAZARO CARDENAS)[3天] → 墨西哥曼萨尼约(MANZANILLO)[5天] → 恩塞纳达(ENSENADA)[22天] → 宁波(NINGBO),17天
青岛,明日数航船期查询拉丁美洲墨西哥墨西哥墨西哥曼萨尼约,9df8ea879bb69fc3d0fcf6f2751c0ff5,COSCO(WSA8) | OOCL(TLP8),上海(SHANGHAI)[3天] → 青岛(QINGDAO)[16天] → 恩塞纳达(ENSENADA)[5天] → 墨西哥曼萨尼约(MANZANILLO),恩塞纳达(ENSENADA)[16天] → 横滨(YOKOHAMA)[4天] → 上海(SHANGHAI),5天
青岛,明日数航船期查询拉丁美洲墨西哥墨西哥墨西哥曼萨尼约,f21fdc240ce21352f38b08c5358695ee,MAERSK(AC2),上海(SHANGHAI)[4天] → 青岛(QINGDAO)[3天] → 釜山新港(BUSAN NEW PORT)[4天] → 横滨(YOKOHAMA)[15天] → 墨西哥曼萨尼约(MANZANILLO)[3天] → 拉萨罗卡德纳斯(LAZARO CARDENAS),波索尔哈(POSORJA)[4天] → 巴尔博亚(BALBOA)[6天] → 墨西哥曼萨尼约(MANZANILLO)[2天] → 拉萨罗卡德纳斯(LAZARO CARDENAS)[23天] → 上海(SHANGHAI),6天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生北,ace029aae671456270cc772ab586d2fc,WHL(CI5) | IAL(CI5) | MTT(CCS) | BTL(CCS) | KMTC(FME2),青岛(QINGDAO)[2天] → 釜山(BUSAN)[3天] → 上海(SHANGHAI)[4天] → 深圳蛇口(SHEKOU)[6天] → 新加坡(SINGAPORE)[2天] → 巴生西(PORT KELANG W)[1天] → 巴生北(PORT KELANG N),清奈(CHENNAI)[2天] → 卡图帕里(KATTUPALLI)[6天] → 巴生北(PORT KELANG N)[1天] → 新加坡(SINGAPORE)[1天] → 巴西古单(PASIR GUDANG)[6天] → 高雄(KAOHSIUNG)[3天] → 青岛(QINGDAO),5天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生北,fe79b6d52a6a40759d7055aa8ad95113,CNC(KCMCNC) | KMTC(KCM) | SITC(KCM) | TSL(KCM),釜山新港(BUSAN NEW PORT)[2天] → 仁川(INCHON)[2天] → 青岛(QINGDAO)[2天] → 上海(SHANGHAI)[4天] → 香港(HONG KONG)[5天] → 巴生西(PORT KELANG W),巴生北(PORT KELANG N)[2天] → 巴西古单(PASIR GUDANG)[5天] → 香港(HONG KONG)[1天] → 深圳蛇口(SHEKOU)[4天] → 釜山新港(BUSAN NEW PORT),1天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生北,1972c79810b65c9e82e2bec7255d180d,EMC(NCS),仁川(INCHON)[1天] → 青岛(QINGDAO)[2天] → 宁波(NINGBO)[3天] → 江阴(JIANGYIN)[2天] → 香港(HONG KONG)[0天] → 深圳盐田(YANTIAN)[5天] → 巴西古单(PASIR GUDANG),巴生北(PORT KELANG N)[1天] → 巴生西(PORT KELANG W)[1天] → 槟城(PENANG)[2天] → 关丹(KUANTAN)[5天] → 香港(HONG KONG)[1天] → 高雄(KAOHSIUNG)[4天] → 仁川(INCHON),1天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生北,95ecd034ee1ffb3fc24337d54599381e,泰赢(PAX),青岛(QINGDAO)[2天] → 宁波(NINGBO)[4天] → 深圳大铲湾(DA CHAN BAY)[5天] → 巴生北(PORT KELANG N),巴塞罗纳(BARCELONA)[6天] → 科佩尔(KOPER)[41天] → 青岛(QINGDAO),26天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生北,b119613138f7639e11656f06501fcdc6,RCL(RNI6) | IAL(ICI) | WHL(CI2),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[3天] → 宁波(NINGBO)[4天] → 广州南沙(NANSHA)[6天] → 巴生西(PORT KELANG W),巴生北(PORT KELANG N)[7天] → 那瓦西瓦(NHAVA SHEVA)[3天] → 科钦(COCHIN)[6天] → 巴生北(PORT KELANG N)[10天] → 青岛(QINGDAO),1天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生北,d58b21c6b40a494f1ea9399f5677065c,MTT(NWX) | ONE(NPI) | 锦江航运(NWX) | KMTC(NWX),青岛(QINGDAO)[3天] → 天津(TIANJIN)[4天] → 釜山新港(BUSAN NEW PORT)[8天] → 丹戎帕拉帕斯(TANJUNG PELEPAS)[3天] → 巴生北(PORT KELANG N)[7天] → 那瓦西瓦(NHAVA SHEVA),皮帕瓦(PIPAVAV)[2天] → 蒙德拉(MUNDRA)[2天] → 卡拉奇SAPT港(KARACHI--SAPT)[10天] → 新加坡(SINGAPORE)[8天] → 青岛(QINGDAO),2天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生北,a445dcff8df5ddaecc67970e7226e81c,MAERSK(SH3),横滨(YOKOHAMA)[2天] → 神户(KOBE)[4天] → 青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 高雄(KAOHSIUNG)[6天] → 巴生北(PORT KELANG N),吉大港(CHATTOGRAM)[10天] → 丹戎帕拉帕斯(TANJUNG PELEPAS)[4天] → 胡志明卡莱港(HOCHIMINH--CAT LAI)[4天] → 深圳盐田(YANTIAN)[4天] → 横滨(YOKOHAMA),4天
青岛,明日数航船期查询东南亚新马越泰马来西亚槟城,580f3ecbeb8e46e436d696fe7a4e490b,OOCL(CSS3),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 厦门(XIAMEN)[2天] → 广州南沙(NANSHA)[5天] → 新加坡(SINGAPORE)[1天] → 巴西古单(PASIR GUDANG),巴生西(PORT KELANG W)[2天] → 槟城(PENANG)[2天] → 巴生西(PORT KELANG W)[5天] → 广州南沙(NANSHA)[5天] → 青岛(QINGDAO),2天
青岛,明日数航船期查询东南亚新马越泰马来西亚槟城,1972c79810b65c9e82e2bec7255d180d,EMC(NCS),仁川(INCHON)[1天] → 青岛(QINGDAO)[2天] → 宁波(NINGBO)[3天] → 江阴(JIANGYIN)[2天] → 香港(HONG KONG)[0天] → 深圳盐田(YANTIAN)[5天] → 巴西古单(PASIR GUDANG),巴生北(PORT KELANG N)[1天] → 巴生西(PORT KELANG W)[1天] → 槟城(PENANG)[2天] → 关丹(KUANTAN)[5天] → 香港(HONG KONG)[1天] → 高雄(KAOHSIUNG)[4天] → 仁川(INCHON),1天
青岛,明日数航船期查询东南亚新马越泰马来西亚槟城,9ee08c3a3090ace0a546057f7b8acc23,MSC(SAMBAR),大连(DALIAN)[1天] → 仁川(INCHON)[3天] → 天津(TIANJIN)[3天] → 青岛(QINGDAO)[4天] → 深圳大铲湾(DA CHAN BAY)[3天] → 胡志明同奈港(HOCHIMINH--DONG NAI PORT)[3天] → 林查班(LAEM CHABANG),新加坡(SINGAPORE)[3天] → 槟城(PENANG)[3天] → 巴西古单(PASIR GUDANG)[3天] → 新加坡(SINGAPORE)[2天] → 丹戎帕拉帕斯(TANJUNG PELEPAS)[9天] → 釜山新港(BUSAN NEW PORT)[2天] → 大连(DALIAN),3天
青岛,明日数航船期查询东南亚新马越泰马来西亚槟城,d5768c3568605517287a17f0b5755f57,CNC(KCM2CNC) | TSL(KCM2) | COSCO(KCM2),天津(TIANJIN)[3天] → 釜山新港(BUSAN NEW PORT)[4天] → 青岛(QINGDAO)[2天] → 宁波(NINGBO)[1天] → 上海(SHANGHAI)[2天] → 汕头(SHANTOU)[1天] → 深圳蛇口(SHEKOU)[6天] → 巴生西(PORT KELANG W),槟城(PENANG)[2天] → 巴生西(PORT KELANG W)[2天] → 新加坡(SINGAPORE)[6天] → 广州南沙(NANSHA)[4天] → 上海(SHANGHAI)[3天] → 青岛(QINGDAO)[4天] → 天津(TIANJIN),2天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴西古单,fe79b6d52a6a40759d7055aa8ad95113,TSL(KCM) | CNC(KCMCNC) | KMTC(KCM) | SITC(KCM),釜山新港(BUSAN NEW PORT)[2天] → 仁川(INCHON)[2天] → 青岛(QINGDAO)[2天] → 上海(SHANGHAI)[4天] → 香港(HONG KONG)[5天] → 巴生西(PORT KELANG W),巴生北(PORT KELANG N)[2天] → 巴西古单(PASIR GUDANG)[5天] → 香港(HONG KONG)[1天] → 深圳蛇口(SHEKOU)[4天] → 釜山新港(BUSAN NEW PORT),1天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴西古单,1972c79810b65c9e82e2bec7255d180d,EMC(NCS),仁川(INCHON)[1天] → 青岛(QINGDAO)[2天] → 宁波(NINGBO)[3天] → 江阴(JIANGYIN)[2天] → 香港(HONG KONG)[0天] → 深圳盐田(YANTIAN)[5天] → 巴西古单(PASIR GUDANG),巴生北(PORT KELANG N)[1天] → 巴生西(PORT KELANG W)[1天] → 槟城(PENANG)[2天] → 关丹(KUANTAN)[5天] → 香港(HONG KONG)[1天] → 高雄(KAOHSIUNG)[4天] → 仁川(INCHON),1天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴西古单,580f3ecbeb8e46e436d696fe7a4e490b,OOCL(CSS3),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 厦门(XIAMEN)[2天] → 广州南沙(NANSHA)[5天] → 新加坡(SINGAPORE)[1天] → 巴西古单(PASIR GUDANG),巴生西(PORT KELANG W)[2天] → 槟城(PENANG)[2天] → 巴生西(PORT KELANG W)[5天] → 广州南沙(NANSHA)[5天] → 青岛(QINGDAO),2天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴西古单,9ee08c3a3090ace0a546057f7b8acc23,MSC(SAMBAR),大连(DALIAN)[1天] → 仁川(INCHON)[3天] → 天津(TIANJIN)[3天] → 青岛(QINGDAO)[4天] → 深圳大铲湾(DA CHAN BAY)[3天] → 胡志明同奈港(HOCHIMINH--DONG NAI PORT)[3天] → 林查班(LAEM CHABANG),新加坡(SINGAPORE)[3天] → 槟城(PENANG)[3天] → 巴西古单(PASIR GUDANG)[3天] → 新加坡(SINGAPORE)[2天] → 丹戎帕拉帕斯(TANJUNG PELEPAS)[9天] → 釜山新港(BUSAN NEW PORT)[2天] → 大连(DALIAN),3天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴西古单,a06661bad4d155a140fde051650a113e,COSCO(CSE) | KMTC(CSE) | OOCL(CSE1),天津(TIANJIN)[1天] → 大连(DALIAN)[2天] → 青岛(QINGDAO)[2天] → 宁波(NINGBO)[4天] → 广州南沙(NANSHA),雅加达(JAKARTA)[3天] → 巴西古单(PASIR GUDANG)[2天] → 新加坡(SINGAPORE)[8天] → 天津(TIANJIN),6天
青岛,明日数航船期查询东南亚新马越泰马来西亚丹戎帕拉帕斯,6f4824544d04e0471f564154a8289d2b,HPL(AGX),天津(TIANJIN)[4天] → 青岛(QINGDAO)[4天] → 釜山新港(BUSAN NEW PORT)[4天] → 宁波(NINGBO)[4天] → 上海(SHANGHAI),丹戎帕拉帕斯(TANJUNG PELEPAS)[11天] → 杰贝阿里(JEBEL ALI)[12天] → 新加坡(SINGAPORE)[8天] → 天津(TIANJIN),9天
青岛,明日数航船期查询东南亚新马越泰马来西亚丹戎帕拉帕斯,6488d5ff54ad3e66fef4a2dfccd1ed5c,MAERSK(AE15) | HPL(SE3),青岛(QINGDAO)[5天] → 光阳(KWANGYANG)[2天] → 宁波(NINGBO)[9天] → 丹戎帕拉帕斯(TANJUNG PELEPAS)[31天] → 塞得东港(PORT SAID EAST),亚勒姆贾(IZMIT--YARIMCA)[3天] → 伊斯坦布尔(ISTANBUL)[8天] → 塞得东港(PORT SAID EAST)[32天] → 新加坡(SINGAPORE)[10天] → 青岛(QINGDAO),5天
青岛,明日数航船期查询东南亚新马越泰马来西亚丹戎帕拉帕斯,ca708bdf0b904c74aed0c09fab3a6ab7,MAERSK(AE5) | HPL(NE4),青岛(QINGDAO)[6天] → 深圳盐田(YANTIAN)[6天] → 丹戎帕拉帕斯(TANJUNG PELEPAS)[30天] → 伦敦口岸(LONDON GATEWAY)[3天] → 汉堡(HAMBURG)[2天] → 不来梅哈芬(BREMERHAVEN),奥尔胡斯(AARHUS)[3天] → 哥德堡(GOTHENBURG)[3天] → 鹿特丹(ROTTERDAM)[31天] → 丹戎帕拉帕斯(TANJUNG PELEPAS)[10天] → 青岛(QINGDAO),4天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生西,6a0108cebe48e017d4211a26c12ca659,长锦(SGX2) | TSL(CME) | NZL(JFX) | 锦江航运(JFX) | EMC(JFX) | NEXUS(JFX) | X-PRESS(JFX) | 山东远洋(JFX) | 兴亚(SGX2) | 中联航运(JFX),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[3天] → 宁波(NINGBO)[2天] → 深圳蛇口(SHEKOU),巴生西(PORT KELANG W)[10天] → 杰贝阿里(JEBEL ALI)[8天] → 科伦坡(COLOMBO)[19天] → 青岛(QINGDAO),5天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生西,5102174692b08c47bbf71fa96252aa0c,IAL(NFS) | PIL(KCS) | 南星海运(NFS) | ONE(KC2) | MARIANA(KCS) | KMTC(KCM4),釜山(BUSAN)[2天] → 仁川(INCHON)[1天] → 青岛(QINGDAO)[3天] → 上海(SHANGHAI)[8天] → 新加坡(SINGAPORE),巴生西(PORT KELANG W)[4天] → 胡志明卡莱港(HOCHIMINH--CAT LAI)[3天] → 深圳蛇口(SHEKOU)[5天] → 釜山(BUSAN),2天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生西,ace029aae671456270cc772ab586d2fc,MTT(CCS) | BTL(CCS) | KMTC(FME2) | IAL(CI5) | WHL(CI5),青岛(QINGDAO)[2天] → 釜山(BUSAN)[3天] → 上海(SHANGHAI)[4天] → 深圳蛇口(SHEKOU)[6天] → 新加坡(SINGAPORE)[2天] → 巴生西(PORT KELANG W)[1天] → 巴生北(PORT KELANG N),清奈(CHENNAI)[2天] → 卡图帕里(KATTUPALLI)[6天] → 巴生北(PORT KELANG N)[1天] → 新加坡(SINGAPORE)[1天] → 巴西古单(PASIR GUDANG)[6天] → 高雄(KAOHSIUNG)[3天] → 青岛(QINGDAO),5天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生西,4ffafcf797fafcedad2dd132414f548a,TSL(EAXSG) | 可达利(FAS) | 阿联酋(EFAX) | BLPL(FAS) | GFS(FAS) | KMTC(EAX) | IAL(IEA) | EMC(AEF2) | RCL(REA),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[1天] → 宁波(NINGBO)[3天] → 广州南沙(NANSHA)[7天] → 巴生西(PORT KELANG W),达累斯萨拉姆(DAR ES SALAAM)[4天] → 蒙巴萨(MOMBASA)[14天] → 巴生西(PORT KELANG W)[9天] → 青岛(QINGDAO),16天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生西,257128ae96eed00d5cee39c481ba98d5,PIL(EAS) | ONE(EA3) | HPL(EA3),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[3天] → 广州南沙(NANSHA)[5天] → 新加坡(SINGAPORE)[1天] → 巴生西(PORT KELANG W),蒙巴萨(MOMBASA)[14天] → 巴生西(PORT KELANG W)[1天] → 新加坡(SINGAPORE)[5天] → 广州南沙(NANSHA)[4天] → 青岛(QINGDAO),12天
青岛,明日数航船期查询东南亚新马越泰马来西亚巴生西,fe79b6d52a6a40759d7055aa8ad95113,CNC(KCMCNC) | SITC(KCM) | KMTC(KCM) | TSL(KCM),釜山新港(BUSAN NEW PORT)[2天] → 仁川(INCHON)[2天] → 青岛(QINGDAO)[2天] → 上海(SHANGHAI)[4天] → 香港(HONG KONG)[5天] → 巴生西(PORT KELANG W),巴生北(PORT KELANG N)[2天] → 巴西古单(PASIR GUDANG)[5天] → 香港(HONG KONG)[1天] → 深圳蛇口(SHEKOU)[4天] → 釜山新港(BUSAN NEW PORT),1天
